Classification,Position
2340,ครูสอนผู้เรียนที่มีความบกพร่องทางสติปัญญา
2340,ครูสอนผู้เรียนที่มีความบกพร่องทางร่างกายหรือการเคลื่อนไหว
2340,ครูสอนผู้เรียนที่มีความบกพร่องซํ้าซ้อน
2340,ครูสอนผู้เรียนที่มีปัญหาทางการเรียนรู้
2340,ครูสอนผู้เรียนที่มีปัญหาทางพฤติกรรม
2340,ครูสอนผู้เรียนออทิซติค
2340,ครูสอนผู้เรียนสมาธิสั้น
2340,ครูสอนผู้เรียนปัญญาเลิศ
2340,ครูการศึกษาพิเศษอื่นๆ
2340,ครูสอนพิเศษ
2350,ผู้ประกอบวิชาชีพด้านการสอนอื่น ๆ
2351,ผู้เชี่ยวชาญพิเศษด้านการศึกษา
2351,ศึกษานิเทศก์
2351,นักเทคโนโลยีทางการศึกษา
2351,นักโสตทัศนศึกษา
2351,ผู้เชี่ยวชาญพิเศษด้านการศึกษาอื่นๆ
2352,ผู้ตรวจการโรงเรียน
2352,ผู้ตรวจการโรงเรียน
2359,ผู้ประกอบวิชาชีพด้านการสอนอื่น ๆ ที่มิได้จัดประเภทไว้ในหน่วยอื่น
2359,ผู้ประกอบวิชาชีพด้านการสอนอื่นๆ ที่ไม่ได้จัดประเภทไว้ในหน่วยใด
2411,นักบัญชี
2411,นักบัญชีทั่วไป ; สมุห์บัญชี
2411,นักบัญชีเฉพาะสาขา
2411,ผู้สอบบัญชี ; ผู้ตรวจสอบภาษี
2411,ผู้ตรวจสอบภายใน
2412,ผู้ประกอบวิชาชีพด้านงานบุคคลและงานอาชีพ
2412,นักวิเคราะห์งานอาชีพ
2412,นักแนะแนวอาชีพ ; เจ้าหน้าที่แนะแนว
2412,ผู้ประกอบวิชาชีพด้านงานบุคลากรและงานอาชีพอื่น ๆ
2419,ผู้ประกอบวิชาชีพทางธุรกิจที่มิได้จัดประเภทไว้ในที่อื่น
2419,นักโฆษณา ; ผู้สร้างสรรค์งานโฆษณา
2419,เจ้าหน้าที่ประชาสัมพันธ์ ; นักประชาสัมพันธ์
2419,เจ้าหน้าที่สร้างสรรค์งานประชาสัมพันธ์
